10000 60000
2670 4017 84
2670 8065 22
2670 9665 93
2671 1102 17
2671 4347 50
2671 4750 4
2671 6475 43
2671 9086 83
2672 981 42
2672 1575 27
2672 2297 52
2672 2938 98
2672 3021 45
2672 3217 43
2672 4345 12
2672 4392 60
2672 5704 30
2672 6877 39
2672 7284 49
2673 102 68
2673 1814 80
2673 2635 20
2673 2676 75
2673 2865 96
2673 3777 43
2673 7116 6
2673 9343 2
2673 9433 18
2673 9720 96
2674 2416 1
2674 4567 82
2674 6763 80
2674 6874 22
2674 8382 75
2674 8392 96
2674 8404 72
2674 9929 78
2675 441 38
2675 1835 55
2675 2534 20
2675 4630 64
2675 5258 7
2675 5323 18
2675 9337 9
2676 502 49
2676 1458 29
2676 4146 68
2676 6054 79
2676 6985 67
2676 7043 17
2676 8621 46
2676 8765 47
2677 457 36
2677 1359 21
2677 1393 43
2677 1445 79
2677 2494 26
2677 2549 44
2677 2963 97
2677 3538 22
2677 6553 45
2677 7858 78
2677 9927 1
2678 1168 67
2678 3731 53
2678 5647 96
2678 8706 38
2679 1090 30
2679 2879 34
2679 3091 92
2679 4559 50
2679 4568 98
2679 5248 99
2679 9659 67
2680 270 6
2680 903 47
2680 1718 96
2680 2491 74
2680 2752 25
2680 4007 63
2680 6526 91
2681 1872 70
2681 2735 9
2681 2865 26
2681 5745 90
2681 7350 51
2681 7584 5
2681 8790 16
2681 9984 94
2682 186 1
2682 631 38
2682 5703 39
2682 6571 79
2682 7343 39
2682 7508 5
2682 7685 32
2682 8624 34
2682 8778 43
2683 1625 62
2683 2742 68
2683 4728 35
2683 5309 11
2683 7146 65
2683 7795 33
2683 8329 78
2683 9396 70
2684 549 79
2684 1204 73
2684 1512 44
2684 3914 3
2684 6954 35
2684 7780 34
2684 7908 73
2685 335 43
2685 1270 60
2685 2499 63
2685 6087 94
2685 6223 64
2685 7401 79
2685 7431 88
2685 8879 65
2685 8926 16
2686 1125 26
2686 1916 44
2686 6051 54
2686 6377 30
2686 8083 75
2686 8392 88
2686 8541 73
2686 9295 36
2686 9396 55
2686 9471 7
2687 1564 47
2687 2930 19
2687 3873 39
2687 5835 24
2687 6085 89
2687 8390 17
2687 9858 96
2688 1059 32
2688 1420 20
2688 2407 31
2688 3681 65
2688 6252 92
2688 6868 74
2688 7083 24
2688 9312 55
2689 1700 67
2689 2483 88
2689 5090 33
2689 6282 54
2690 3323 53
2690 3424 49
2690 9879 80
2691 197 97
2691 1785 3
2691 1851 10
2691 3954 71
2691 4264 90
2691 6203 82
2691 6513 7
2691 7554 45
2691 8412 88
2691 8683 54
2691 8919 63
2691 8932 26
2692 3219 77
2692 5081 52
2692 6380 42
2692 6795 73
2692 7776 84
2692 8471 62
2693 1870 4
2693 5549 48
2693 6104 54
2693 6449 77
2694 648 72
2694 745 8
2694 4778 43
2695 1003 60
2695 2383 41
2695 2399 97
2695 2834 13
2695 3241 89
2695 5787 76
2695 5997 9
2695 7114 91
2695 7796 85
2696 927 80
2696 1375 81
2696 1756 66
2696 2090 87
2696 2678 25
2696 7637 54
2696 7689 40
2696 8616 88
2696 8827 79
2697 3576 17
2697 3823 39
2697 4253 21
2697 4643 89
2697 5963 23
2697 8662 82
2698 1249 93
2698 1309 70
2698 4864 36
2698 6300 69
2698 6924 42
2698 7759 43
2698 8759 12
2698 9452 2
2699 339 83
2699 925 9
2699 952 14
2699 1937 72
2699 2366 84
2699 3208 23
2699 3232 63
2699 4024 69
2699 4762 2
2699 6012 43
2699 8149 35
2699 8286 88
2700 1378 68
2700 1690 88
2700 5394 28
2700 5845 55
2700 7073 67
2700 7350 44
2700 8668 94
2700 9317 87
2701 1934 33
2701 3973 16
2701 6475 69
2701 6814 25
2701 7065 86
2701 8517 4
2701 8988 93
2701 9502 28
2702 989 47
2702 4502 5
2702 4640 29
2702 7855 30
2702 9623 13
2703 434 43
2703 3445 1
2703 4482 97
2703 5454 66
2704 183 64
2704 2179 65
2704 4593 67
2704 5150 6
2704 5696 100
2704 5801 55
2704 6891 73
2704 7616 88
2704 9047 82
2704 9583 28
2704 9642 54
2705 3671 25
2705 4374 21
2705 7587 41
2705 8352 57
2705 9393 37
2706 879 9
2706 883 82
2706 2236 22
2706 2648 13
2706 3178 74
2706 7117 50
2706 7146 59
2706 7744 78
2706 8488 78
2706 9458 88
2707 236 90
2707 2524 21
2707 3288 89
2707 3381 86
2707 4586 86
2707 6985 52
2707 7553 51
2707 8043 53
2707 8322 58
2707 8682 51
2708 1672 7
2708 1990 30
2708 2560 38
2708 2687 89
2708 6941 58
2708 7451 91
2708 8021 14
2708 9691 78
2708 9725 32
2709 3077 71
2709 4962 14
2709 6597 40
2709 7609 52
2710 1519 36
2710 3354 53
2710 3539 25
2710 3831 85
2710 5575 11
2710 5687 3
2710 6475 63
2710 6679 99
2710 8453 93
2710 8508 84
2711 2507 88
2711 4180 79
2711 6106 70
2711 6508 40
2711 6712 29
2711 7917 22
2711 8058 97
2712 328 79
2712 651 29
2712 2215 27
2712 2808 17
2712 3115 17
2712 5317 84
2712 5390 8
2712 8507 31
2712 9652 62
2713 786 39
2713 2022 1
2713 2291 75
2713 6836 79
2713 7062 52
2713 9567 11
2714 612 31
2714 769 77
2714 2573 96
2714 2600 42
2714 4860 80
2714 8247 58
2714 8629 41
2714 9444 72
2714 9795 42
2715 2264 28
2715 3101 51
2715 3361 11
2715 5290 67
2715 9718 80
2716 4709 32
2716 6279 64
2716 7214 58
2716 7325 61
2716 8220 90
2716 9820 75
2717 3057 78
2717 4263 73
2717 6904 82
2717 8771 8
2717 9929 34
2718 1726 20
2718 3121 8
2718 6672 9
2718 9486 98
2719 289 60
2719 3371 20
2719 5807 29
2719 5892 36
2719 9642 15
2719 9886 70
2720 2860 16
2720 3916 73
2720 4472 10
2720 5407 87
2720 6544 14
2720 7553 38
2720 7859 37
2720 8637 24
2720 9056 5
2721 985 16
2721 2357 56
2721 4980 68
2721 5396 74
2721 6036 16
2721 7143 58
2721 8564 49
2722 1884 93
2722 5479 31
2722 5519 30
2723 467 1
2723 1776 65
2723 3935 49
2723 6457 8
2723 6489 73
2723 9093 47
2724 333 67
2724 443 93
2724 2979 75
2724 5338 3
2724 7718 8
2724 8386 44
2724 9445 18
2724 9695 80
2725 1862 54
2725 3488 5
2725 4061 93
2725 5222 92
2725 5476 42
2725 6927 17
2726 3370 96
2726 6176 58
2726 6426 72
2726 8690 64
2726 9031 32
2726 9666 88
2727 354 21
2727 724 80
2727 1821 81
2727 2848 51
2727 4622 9
2727 5611 81
2727 6934 15
2727 8041 58
2727 8341 88
2728 1078 88
2728 2410 4
2728 3028 55
2728 5622 80
2728 5756 78
2728 7551 58
2728 8805 88
2729 4265 22
2729 5483 76
2729 6184 67
2729 7810 75
2729 8276 80
2730 3466 60
2730 4425 66
2730 5095 22
2730 5692 76
2730 6320 62
2730 6504 80
2730 7839 48
2730 7894 25
2730 8112 11
2730 8975 35
2731 1979 45
2731 2915 91
2731 4964 15
2731 5007 96
2731 5118 99
2731 6164 95
2731 6230 10
2731 8667 57
2732 192 83
2732 1018 98
2732 1515 60
2732 4092 38
2732 4721 78
2732 5539 38
2732 6729 95
2732 9909 65
2733 262 59
2733 3349 70
2733 8700 31
2733 9303 34
2734 1675 50
2734 2873 91
2734 2933 99
2734 3440 71
2734 3677 66
2734 4874 61
2734 8591 50
2735 4865 14
2735 5653 85
2735 5886 61
2735 7377 48
2735 8789 30
2736 5852 51
2736 6994 63
2736 7641 25
2737 3776 50
2737 7646 58
2738 639 35
2738 925 6
2738 3550 41
2738 4893 33
2738 5055 66
2738 5152 78
2738 5776 10
2738 8156 3
2739 3730 73
2739 6731 74
2740 1168 62
2740 2478 42
2740 2495 5
2740 3037 95
2740 5481 92
2740 6422 95
2740 9010 94
2740 9870 63
2741 3891 61
2741 8276 54
2742 262 12
2742 1989 74
2742 3956 38
2742 6900 73
2742 7546 22
2742 8862 68
2742 9106 23
2743 275 85
2743 4568 92
2744 1088 73
2744 3485 42
2744 4431 27
2744 4552 78
2744 6624 83
2744 7745 59
2744 9463 44
2745 2189 60
2745 2324 69
2745 3831 47
2745 4437 32
2745 4901 42
2745 8061 8
2746 3162 74
2746 7484 47
2747 2504 2
2747 3403 65
2747 4519 42
2747 8845 96
2748 2393 27
2748 4132 2
2748 7602 49
2748 8856 39
2748 9371 76
2749 2882 87
2749 4092 11
2749 4411 97
2749 5011 54
2750 4274 34
2750 4789 82
2750 6775 46
2750 7670 6
2750 9964 24
2751 1182 73
2751 4581 84
2752 1767 6
2752 3742 31
2752 4315 27
2752 4913 65
2753 244 99
2753 834 74
2753 1641 97
2753 2648 41
2753 3203 81
2753 4802 70
2753 6021 88
2753 6478 83
2753 7869 35
2753 9292 29
2753 9464 78
2754 3402 61
2754 3722 31
2754 3795 27
2754 4792 100
2754 8875 6
2755 1398 13
2755 4840 10
2755 9378 3
2756 1561 67
2756 2207 44
2756 5111 84
2756 5210 12
2756 5661 49
2756 5701 7
2756 5758 84
2756 6642 33
2756 7166 12
2757 758 15
2757 1687 59
2757 1880 77
2757 4267 14
2757 7899 33
2757 9120 73
2757 9714 54
2758 343 13
2758 5367 43
2758 5477 42
2758 6528 96
2758 8936 77
2759 3368 70
2759 3978 73
2759 4961 38
2759 5246 100
2759 6039 100
2759 6492 37
2759 7405 6
2759 9136 12
2760 460 47
2760 571 8
2760 1761 78
2760 2090 91
2760 2330 92
2760 3997 90
2760 4032 39
2760 6300 99
2760 7828 74
2761 103 71
2761 1306 11
2761 6895 88
2761 7929 30
2761 9748 87
2762 636 1
2762 4685 63
2762 9998 60
2763 447 55
2763 1355 75
2763 1717 2
2763 2494 96
2763 2776 71
2763 5249 79
2763 5579 66
2763 5918 44
2763 7107 16
2763 8096 66
2763 8572 43
2763 8990 53
2764 2022 71
2764 3643 54
2764 6264 100
2765 1486 79
2765 8459 32
2765 8601 90
2766 1719 70
2766 2603 21
2766 3777 29
2766 9931 69
2766 9994 94
2767 6259 100
2767 6822 79
2767 7528 82
2768 78 30
2768 1064 66
2768 1196 83
2768 1707 92
2768 3603 25
2768 3780 37
2768 5862 67
2769 701 27
2769 3633 33
2769 3917 37
2770 2188 5
2770 3137 99
2770 6902 80
2770 7517 21
2770 7904 64
2771 1771 22
2771 2874 73
2771 2952 34
2771 6028 76
2771 7354 73
2771 9205 13
2772 1458 8
2772 3448 62
2772 4442 83
2772 6774 28
2772 8109 91
2772 8574 51
2773 2105 22
2773 4122 90
2773 6734 30
2773 7411 3
2773 7927 20
2773 8902 95
2773 9747 86
2774 175 11
2774 2212 19
2774 3646 22
2774 3775 77
2774 3838 45
2774 6044 55
2774 9758 14
2775 1146 50
2775 1751 54
2775 4358 93
2775 6635 70
2775 7771 17
2775 7941 15
2775 8833 42
2776 523 51
2776 1165 91
2776 1462 15
2776 3298 63
2776 3930 98
2776 4349 77
2776 4592 46
2776 4778 26
2776 4968 67
2776 5653 96
2776 6645 47
2776 8575 57
2776 9600 25
2777 139 50
2777 2172 76
2777 2779 20
2777 4698 35
2777 5539 87
2777 8129 38
2777 9917 57
2778 343 64
2778 641 83
2778 1829 12
2778 2192 77
2778 3652 33
2778 4076 65
2778 5048 70
2778 6139 2
2778 6838 82
2778 8227 85
2778 8812 44
2778 9099 32
2778 9215 75
2778 9896 58
2779 2038 95
2779 2228 73
2779 2982 34
2779 3081 40
2779 4903 98
2779 5311 100
2779 7199 36
2779 7908 45
2779 8817 57
2780 2067 60
2780 2455 95
2780 4150 32
2780 8132 80
2781 425 30
2781 1451 19
2781 2853 17
2781 3100 86
2781 3854 82
2781 4239 100
2781 4438 98
2781 7001 59
2781 7314 32
2781 7786 63
2781 8059 29
2781 9030 34
2782 2281 44
2782 2807 13
2782 4406 77
2782 5232 75
2782 8440 88
2782 9927 34
2782 9995 70
2783 1652 60
2783 3484 67
2783 3882 9
2783 4015 57
2783 4214 67
2783 6583 44
2783 6605 2
2783 7562 23
2783 7587 4
2784 2374 96
2784 2708 55
2784 5194 83
2784 8784 25
2784 8803 73
2785 1605 100
2785 2892 11
2785 3073 55
2785 3816 100
2785 4146 9
2785 6398 13
2785 8871 32
2785 8887 71
2785 9710 41
2786 3681 65
2786 4327 14
2786 4785 54
2786 6694 41
2786 7147 89
2787 1281 42
2787 9248 74
2787 9901 58
2788 1222 1
2788 2707 41
2788 6346 66
2788 7195 58
2788 7656 7
2788 7813 10
2788 8012 59
2788 8896 29
2788 9561 14
2789 2174 55
2789 2831 83
2789 3992 97
2789 4475 79
2789 5198 56
2789 7637 96
2789 7640 90
2790 660 10
2790 1572 96
2790 1657 98
2790 3684 22
2790 4353 27
2790 4730 68
2790 8573 63
2791 688 92
2791 3857 81
2791 5654 17
2791 6535 32
2791 6747 69
2791 8155 58
2791 9883 6
2792 1072 26
2792 1390 59
2792 4745 46
2792 4957 92
2792 5637 16
2792 6560 52
2792 9669 2
2793 281 75
2793 2342 81
2793 3544 16
2793 4276 29
2793 5284 64
2793 8444 12
2794 76 8
2794 7880 19
2794 8887 8
2794 9822 97
2795 3214 29
2795 3653 3
2795 4848 95
2795 9483 51
2796 1116 30
2796 5066 62
2796 5192 13
2796 5497 21
2796 6096 43
2796 8473 30
2796 8790 53
2796 9140 11
2797 3744 87
2797 3836 58
2797 4218 37
2797 5483 45
2797 5800 3
2797 7210 29
2797 9375 61
2797 9664 55
2798 776 31
2798 780 35
2798 1588 36
2798 2476 46
2798 5140 64
2798 6388 99
2798 7130 58
2798 7401 71
2798 8186 18
2799 819 65
2799 1063 68
2799 1721 46
2799 4072 68
2799 4706 62
2799 5996 96
2799 7735 98
2799 8834 24
2799 8889 9
2800 227 19
2800 2231 66
2800 3138 38
2800 3570 71
2800 4018 77
2800 4054 25
2800 5413 28
2800 5461 14
2800 7417 69
2800 7608 31
2801 36 43
2801 1251 30
2801 4992 86
2801 5500 73
2801 6877 64
2801 7433 21
2801 7623 19
2801 8736 28
2801 8871 19
2802 984 77
2802 6344 99
2803 313 36
2803 1971 41
2803 2754 66
2803 3752 82
2803 6537 9
2803 6580 28
2803 8306 77
2803 9145 7
2803 9973 51
2804 1538 85
2804 2687 25
2804 5365 17
2804 7722 23
2804 7895 96
2804 7947 93
2804 9504 47
2804 9569 24
2805 687 7
2805 1906 16
2805 1950 54
2805 6845 49
2805 8463 45
2805 8506 39
2805 9142 22
2805 9309 9
2806 2838 60
2806 3436 40
2806 3780 36
2806 5105 78
2807 798 16
2807 4375 35
2807 4631 14
2807 5833 57
2807 6241 1
2807 7271 95
2807 9599 66
2808 360 28
2808 2918 72
2808 4683 73
2808 4960 79
2808 5212 57
2808 7243 97
2808 9068 96
2809 780 79
2809 2903 93
2809 4037 89
2809 5929 26
2809 6752 16
2809 6831 95
2809 7260 41
2809 8071 69
2810 1162 43
2810 1330 86
2810 2324 8
2810 4068 64
2810 5136 94
2810 6675 68
2810 8917 4
2810 8934 30
2810 9034 46
2810 9062 20
2810 9615 64
2811 1670 59
2811 2592 77
2811 2636 64
2811 5501 54
2811 6423 42
2811 9202 92
2811 9209 26
2812 1103 14
2812 4591 71
2812 4979 82
2812 5449 11
2812 8241 66
2812 9042 60
2813 590 3
2813 882 54
2813 2163 85
2813 2791 18
2813 4903 48
2813 5966 26
2813 6569 87
2813 8366 91
2813 9553 11
2814 380 95
2814 2516 55
2814 2880 5
2814 3495 62
2814 4937 58
2814 5202 34
2814 9351 7
2815 5402 78
2815 5899 98
2815 6266 66
2815 6387 54
2815 6930 62
2815 8361 20
2815 8435 95
2816 1668 53
2816 5144 45
2816 6358 9
2816 7404 24
2816 8460 26
2816 9833 20
2817 1467 89
2817 3344 86
2817 3509 22
2817 4299 43
2817 5776 70
2817 6615 40
2817 7387 91
2817 8382 96
2818 26 27
2818 423 81
2818 835 6
2818 1871 21
2818 1942 36
2818 3943 10
2818 5045 83
2818 5422 94
2818 7448 44
2819 5182 90
2819 8649 71
2819 9412 41
2820 2801 56
2820 4378 24
2820 4926 3
2820 6008 75
2820 9144 19
2820 9301 56
2821 262 19
2821 951 28
2821 5699 79
2821 6020 45
2821 6201 47
2821 6560 68
2821 8597 30
2821 8808 69
2821 9275 10
2822 1271 100
2822 1623 9
2822 8519 100
2823 1052 95
2823 1766 35
2823 3389 81
2823 4978 1
2823 6969 56
2823 9581 17
2824 13 10
2824 1709 39
2824 2407 10
2824 5515 54
2824 8451 28
2825 754 80
2825 1007 95
2825 3547 83
2825 8980 3
2825 9241 97
2825 9384 58
2826 1045 22
2826 1959 52
2826 6256 77
2826 6645 49
2826 7987 30
2827 19 21
2827 1041 95
2827 3424 97
2827 4945 51
2827 6787 64
2827 7700 7
2827 8851 51
2827 9044 72
2827 9495 7
2828 3591 46
2828 5051 6
2828 9384 88
2828 9872 46
2829 3367 62
2829 3547 4
2829 6107 56
2829 6694 100
2829 7050 13
2829 8557 9
2830 5977 27
2830 6517 93
2830 6642 3
2830 8105 10
2830 8814 95
2830 9818 100
2831 727 68
2831 1189 17
2831 4316 51
2831 4569 44
2832 45 65
2832 1189 81
2832 3810 65
2832 4528 60
2832 4836 77
2832 5381 16
2832 8315 23
2832 9841 84
2833 509 66
2833 908 94
2833 1395 90
2833 2450 12
2833 3524 100
2833 4608 78
2833 5696 58
2833 6308 61
2833 6715 81
2833 7607 13
2833 7810 60
2833 7944 94
2833 8124 22
2834 210 87
2834 4204 86
2834 4215 25
2834 4364 97
2834 7316 80
2834 8374 24
2834 9419 64
2835 1313 97
2835 2172 74
2835 5007 8
2835 8883 61
2836 1086 55
2836 1397 72
2836 3869 20
2836 4200 31
2836 4452 88
2836 8086 42
2836 9171 15
2836 9202 54
2837 467 36
2837 3981 5
2837 5119 65
2837 8457 35
2837 9665 82
2838 1387 22
2838 4683 96
2838 5909 62
2839 426 35
2839 3379 55
2839 8713 55
2839 9069 57
2840 2406 42
2840 5684 40
2840 7776 81
2841 1916 38
2841 3911 20
2841 5247 5
2841 6416 1
2841 6627 16
2841 9062 79
2841 9266 9
2842 366 77
2842 767 33
2842 3192 80
2842 5642 96
2842 6279 64
2842 6410 68
2842 7385 38
2842 7928 78
2842 9047 21
2843 844 74
2843 2554 82
2843 3065 85
2843 4169 8
2843 7749 63
2844 7726 7
2845 2242 4
2845 3789 25
2845 5646 42
2845 5838 59
2845 6110 79
2845 6223 98
2845 7507 100
2845 9549 19
2846 2018 78
2846 2280 38
2846 2650 39
2846 4195 83
2846 4429 38
2846 4767 54
2846 4810 61
2846 6715 46
2846 9688 30
2847 888 93
2847 3283 26
2847 4496 26
2847 6497 56
2847 6830 93
2847 7084 63
2847 7530 33
2847 8689 14
2847 8989 37
2847 9019 15
2848 1659 99
2848 3270 44
2848 3798 77
2848 4621 5
2848 4681 48
2848 5557 1
2848 5619 47
2848 7222 6
2848 8980 80
2848 9537 44
2849 111 6
2849 1577 99
2849 1691 22
2849 1921 43
2849 3407 37
2849 6290 4
2849 7507 80
2850 1642 90
2850 1805 64
2850 2038 26
2850 2847 20
2850 3312 57
2850 4785 52
2850 8788 46
2850 9650 12
2850 9921 45
2851 24 9
2851 355 45
2851 1795 58
2851 2503 45
2851 4119 59
2851 5825 57
2851 6528 89
2851 7760 36
2851 8531 62
2852 766 36
2852 2246 37
2852 6043 8
2852 8071 42
2852 9328 17
2853 1754 51
2853 3042 47
2853 3670 15
2853 3791 73
2853 3842 89
2853 9456 51
2854 139 76
2854 1627 69
2854 2320 41
2854 7104 40
2854 7774 95
2854 7946 61
2854 9004 96
2855 535 46
2855 3131 6
2855 4116 8
2855 7253 91
2855 8340 15
2856 1184 52
2856 3135 49
2856 4051 59
2857 3124 11
2857 4701 5
2857 6859 48
2858 138 47
2858 328 67
2858 1082 83
2858 3761 84
2858 4210 74
2858 4873 25
2858 6083 100
2858 6219 25
2858 7278 71
2858 9075 15
2859 5052 97
2859 5521 59
2859 9620 65
2859 9681 72
2860 437 27
2860 1795 6
2860 3418 11
2860 3770 22
2860 6750 67
2860 6848 7
2860 7142 68
2860 7493 73
2861 562 14
2861 1282 58
2861 1358 87
2861 2546 66
2861 3131 7
2861 5187 46
2861 6043 76
2862 795 12
2862 975 93
2862 1868 23
2862 3194 78
2862 3830 76
2862 4226 6
2862 7565 51
2862 8894 100
2862 9329 6
2863 241 75
2863 663 70
2863 1776 20
2863 4064 71
2863 4520 28
2863 6143 85
2863 8228 43
2863 8879 55
2863 9443 90
2864 889 54
2864 1021 76
2864 1336 56
2864 2025 60
2864 2422 43
2864 2600 29
2864 6557 74
2864 7441 1
2864 8220 15
2864 8469 39
2865 820 7
2865 3956 60
2865 4213 15
2865 5010 19
2865 5461 52
2865 7095 37
2865 9512 96
2866 1743 27
2866 1983 42
2866 2205 46
2866 8634 26
2866 9016 47
2866 9430 21
2867 1342 96
2867 2324 67
2867 4095 92
2868 1293 24
2868 2081 51
2868 3266 34
2868 3641 79
2868 6543 41
2868 6935 88
2868 8933 55
2868 9686 97
2868 9978 48
2869 667 98
2869 2289 25
2869 3634 21
2869 5594 98
2869 6056 39
2869 6374 59
2869 7385 5
2869 9696 99
2870 1648 73
2870 2587 23
2870 3023 50
2870 3704 10
2871 2118 19
2871 4000 77
2871 4094 51
2871 4606 64
2871 7366 3
2872 289 98
2872 3619 85
2872 4153 98
2872 4884 64
2872 8249 76
2872 8423 22
2872 9976 15
2873 452 10
2873 1182 100
2873 4171 55
2873 4461 97
2873 8312 54
2873 8644 51
2874 44 44
2874 481 51
2874 7014 75
2874 8634 65
2874 9265 48
2874 9644 14
2874 9677 23
2875 5466 53
2875 5480 12
2875 8384 96
2875 9253 76
2876 4547 62
2876 5247 5
2876 9855 94
2877 1050 39
2877 1183 56
2877 1556 58
2877 2923 41
2877 4678 53
2877 5194 42
2877 5289 39
2877 5291 17
2878 896 18
2878 1293 60
2878 1822 31
2878 2242 28
2878 2399 59
2878 5316 85
2878 9665 25
2879 73 12
2879 428 36
2879 1971 68
2879 4680 63
2879 6640 11
2879 8307 33
2879 8319 11
2880 2303 24
2880 5347 55
2880 6090 63
2880 6166 36
2881 426 51
2881 960 39
2881 3247 98
2881 3954 55
2881 4047 32
2881 6568 36
2881 7640 11
2882 2296 89
2882 3221 77
2882 4656 63
2883 2019 31
2883 5213 15
2884 1409 80
2884 1612 48
2884 4156 75
2884 5113 10
2884 5378 76
2884 6685 33
2884 7613 95
2884 8337 100
2884 8644 45
2885 251 30
2885 431 68
2885 591 7
2885 3047 41
2885 3476 100
2885 4351 17
2885 5191 65
2885 5806 54
2885 9338 80
2886 316 1
2886 1685 5
2886 2321 18
2886 2642 98
2886 3590 59
2886 4793 50
2886 4937 33
2886 4940 70
2886 9145 38
2886 9598 10
2887 59 32
2887 2099 69
2887 2163 24
2887 2802 11
2887 4136 17
2887 4935 98
2887 6861 21
2887 7879 92
2887 8086 31
2887 8337 16
2888 272 91
2888 2342 76
2888 2880 46
2888 5690 58
2888 6765 83
2889 3502 86
2889 6950 57
2890 2934 100
2890 3035 50
2890 6517 11
2890 7050 79
2890 8408 50
2890 8679 16
2890 9883 97
2891 1305 48
2891 3750 74
2891 5398 46
2891 6822 81
2891 9602 44
2892 838 84
2892 1909 90
2892 2847 75
2892 3974 52
2892 4982 13
2892 6720 86
2892 6727 68
2892 8789 11
2893 2884 7
2893 4230 60
2893 4599 42
2893 6763 22
2893 7434 50
2894 3070 17
2894 4531 67
2894 6631 8
2894 8824 99
2895 160 52
2895 3987 65
2895 4000 98
2895 4117 2
2895 6422 75
2895 6660 77
2895 6981 52
2895 7164 90
2895 7182 74
2895 7206 99
2895 7832 64
2895 8688 19
2896 1922 79
2896 3457 7
2896 7244 3
2897 4265 68
2897 5251 82
2897 5299 54
2897 5384 81
2897 5514 68
2897 6551 22
2898 1198 92
2898 2017 74
2898 3831 81
2898 3870 33
2898 5062 96
2898 5705 31
2898 7695 50
2899 4708 62
2899 4848 38
2899 5735 49
2899 8114 14
2899 8870 2
2899 9291 47
2900 1316 16
2900 3294 77
2900 3518 23
2900 4273 67
2900 4732 67
2900 6268 96
2900 6912 65
2900 7026 31
2900 8104 15
2900 8717 44
2901 83 38
2901 90 17
2901 555 11
2901 2396 20
2901 4455 71
2901 5095 92
2901 7152 88
2901 8959 92
2901 9206 83
2902 2557 62
2902 4191 73
2902 7322 15
2902 7571 57
2902 8987 3
2903 3173 65
2903 5060 19
2903 8828 41
2903 8902 13
2904 2685 33
2904 4579 42
2904 5056 59
2904 5580 48
2905 441 19
2905 555 82
2905 5377 15
2905 8129 86
2906 148 78
2906 1090 80
2906 1202 17
2906 6639 92
2907 361 23
2907 2949 54
2907 4587 9
2907 6783 34
2907 7938 74
2907 9716 79
2908 488 25
2908 2994 61
2908 3001 71
2908 4198 7
2908 5930 22
2908 5986 43
2908 7340 22
2908 8415 79
2909 3983 45
2910 3996 87
2910 5477 97
2911 4257 86
2911 5189 99
2911 5501 29
2911 6953 27
2911 8734 58
2911 9602 77
2912 755 46
2912 4065 40
2912 6524 92
2912 6655 32
2912 7017 17
2912 7903 71
2912 9554 48
2913 2139 9
2913 2547 94
2913 7151 2
2913 7244 17
2913 7578 27
2913 8025 75
2914 163 96
2914 514 51
2914 2739 36
2914 6672 66
2914 6950 58
2914 7876 58
2914 8979 8
2914 9251 80
2914 9445 36
2915 232 53
2915 271 66
2915 2154 33
2915 4185 38
2915 5935 64
2915 6829 62
2915 8145 65
2915 9697 22
2916 738 38
2916 3004 11
2916 3842 61
2916 6618 29
2916 6682 42
2916 7483 77
2916 9047 100
2916 9901 89
2916 9928 86
2917 356 93
2917 4674 91
2918 50 2
2918 2898 19
2918 3852 66
2918 3900 97
2918 5150 70
2918 5300 1
2918 6708 62
2919 5293 28
2919 6028 59
2919 9232 70
2919 9320 7
2919 9696 94
2920 1024 23
2920 3255 72
2920 3398 26
2920 4878 60
2920 4998 36
2920 5198 87
2920 6593 25
2920 6949 57
2921 1304 25
2921 2390 35
2921 2731 18
2921 3697 54
2921 4787 76
2921 4919 95
2921 6284 53
2921 7142 65
2921 7772 80
2921 7914 46
2921 9669 56
2922 1060 81
2922 2304 64
2922 3856 21
2922 6690 78
2922 7855 34
2923 2075 22
2923 8648 40
2923 9017 61
2924 524 80
2924 2244 9
2924 2427 67
2924 2754 73
2924 6391 31
2924 8483 38
2924 8886 99
2924 9601 91
2925 1343 74
2925 2064 85
2925 4168 15
2925 7713 30
2925 8228 9
2926 1645 50
2926 4459 48
2926 7119 63
2926 7255 26
2926 8087 42
2927 1008 15
2927 3415 91
2927 3877 21
2927 5320 60
2928 1048 46
2928 3269 2
2928 5442 24
2928 5499 66
2928 6386 79
2928 6668 57
2928 7082 87
2928 8073 19
2929 625 18
2929 3430 66
2929 4623 28
2929 8765 85
2929 9097 39
2930 915 59
2930 4191 22
2930 4258 37
2930 4333 49
2930 6327 96
2930 9046 21
2930 9758 64
2931 338 26
2931 1845 30
2931 2562 13
2931 2763 73
2931 3493 92
2931 4643 38
2931 5287 14
2931 8439 7
2931 8451 29
2932 5450 34
2932 6239 66
2932 8346 74
2933 1018 36
2933 1111 90
2933 5071 39
2934 2077 15
2934 4281 47
2934 7804 26
2934 8745 33
2935 2377 64
2935 2439 91
2935 3249 60
2935 4646 48
2935 4844 30
2935 6299 18
2935 6894 70
2936 194 66
2936 1146 67
2936 2637 65
2936 4814 86
2936 5209 30
2936 5446 90
2936 5831 16
2936 7377 43
2936 8741 63
2936 8866 8
2936 9170 81
2937 1865 76
2937 8637 14
2937 9497 9
2938 1356 10
2938 4462 79
2938 9106 82
2938 9811 45
2939 253 69
2939 560 21
2939 683 59
2939 2962 15
2939 3688 46
2939 4617 92
2939 5456 78
2939 5472 37
2939 6275 52
2939 6419 26
2939 8453 66
2939 8530 69
2940 2225 96
2940 5745 31
2940 5754 36
2940 6951 61
2940 8653 17
2941 9 66
2941 1989 50
