1000 6000
386 32 58
386 140 76
386 357 55
386 510 24
386 644 17
386 679 14
386 956 25
387 49 6
387 267 25
387 525 57
387 532 51
387 568 82
387 596 49
387 633 95
387 935 17
387 956 25
388 286 83
388 330 11
388 393 62
388 657 56
388 725 78
389 299 12
390 32 37
390 60 51
390 623 61
390 866 51
390 992 78
391 69 39
391 258 88
391 427 77
391 519 46
391 708 45
391 733 53
391 772 100
391 796 69
391 807 70
392 230 14
392 297 94
392 340 76
392 533 38
392 656 50
393 72 26
393 102 20
393 133 99
393 210 21
393 481 36
393 496 23
393 714 4
393 972 47
394 272 84
394 398 59
394 438 25
394 457 95
394 537 95
394 611 76
394 654 56
394 658 46
394 706 53
394 893 94
395 155 34
395 172 30
395 221 39
395 361 79
395 567 83
395 849 38
395 871 47
396 43 53
396 114 52
396 254 41
396 273 28
396 524 89
396 708 90
396 943 54
397 353 9
397 662 88
397 771 74
398 9 45
398 227 10
398 366 78
398 669 91
398 814 93
399 211 36
399 533 16
399 654 88
399 914 31
399 949 91
399 959 43
400 307 76
400 438 44
400 735 36
400 826 10
400 891 74
401 46 75
401 63 88
401 422 57
401 489 12
401 518 35
401 526 9
401 840 63
402 267 75
402 360 37
402 624 52
402 648 64
402 899 91
403 91 61
403 112 51
403 239 65
403 253 5
403 371 61
403 465 42
403 688 96
403 699 54
403 760 77
404 419 11
404 500 41
404 589 7
404 785 1
404 815 84
404 823 83
405 77 44
405 81 20
405 115 93
405 193 17
405 326 94
405 367 80
405 582 73
405 638 5
405 945 14
406 605 82
406 744 68
407 23 89
407 238 19
407 250 20
407 393 52
407 402 9
408 131 80
408 459 3
408 495 73
408 529 85
408 876 63
409 238 15
409 687 80
409 831 16
410 5 91
410 104 91
410 289 57
410 331 98
410 606 91
411 39 40
411 244 81
411 273 35
411 586 59
411 663 73
411 910 52
411 923 52
412 497 53
412 611 25
412 650 57
412 798 67
412 878 7
413 34 25
413 166 55
413 195 25
413 579 44
413 695 7
414 184 34
414 282 24
414 310 9
414 834 7
414 973 9
415 114 72
415 525 21
415 584 89
415 680 87
415 686 12
415 876 79
415 925 43
416 153 9
416 168 70
416 354 83
416 435 90
416 585 4
417 438 41
417 485 63
417 729 56
417 862 93
418 190 16
418 197 80
418 337 50
418 379 82
418 453 86
418 630 74
418 690 37
418 743 11
418 941 18
419 453 44
419 912 44
420 48 42
420 175 52
420 243 51
421 260 50
421 301 24
421 618 71
421 627 38
421 866 10
422 106 82
423 0 16
423 45 53
423 419 91
423 859 86
423 986 36
424 62 81
424 266 89
424 380 77
424 505 43
424 512 45
424 584 69
425 552 59
425 621 24
425 740 18
425 851 40
425 971 10
426 47 92
426 103 77
426 594 21
427 130 9
427 454 20
427 528 64
427 643 50
427 724 72
427 934 15
427 984 100
428 84 95
428 323 85
428 771 37
428 904 5
429 31 67
429 122 53
429 147 58
429 401 58
429 419 38
429 537 93
429 626 38
430 281 27
430 339 70
430 690 81
430 912 72
431 136 39
431 307 39
431 440 95
431 507 57
431 743 79
432 115 5
432 156 48
432 321 56
432 387 25
432 593 57
432 620 75
432 633 89
432 848 7
432 861 46
433 7 3
433 21 6
433 51 41
433 482 88
433 907 43
434 3 45
434 5 55
434 198 95
434 542 3
434 789 12
435 141 33
435 500 96
435 610 50
435 644 60
435 826 65
435 967 30
436 72 32
436 92 3
436 266 69
436 293 27
436 907 59
437 30 48
437 127 31
437 354 7
437 622 3
437 880 56
437 931 63
438 82 78
438 118 44
438 208 69
438 306 24
438 754 47
438 850 74
438 853 64
438 860 35
439 243 17
439 446 9
439 474 89
439 717 11
439 782 11
439 885 100
439 923 44
439 953 7
439 997 49
440 395 4
440 711 71
440 876 79
440 880 35
440 891 74
441 13 48
441 155 61
441 211 33
441 220 96
441 386 92
441 609 40
441 766 98
441 863 47
442 437 2
442 478 75
442 481 91
442 686 71
443 219 98
443 269 37
443 271 45
443 364 62
443 378 71
443 418 61
443 440 70
443 610 59
443 724 72
444 109 81
444 161 59
444 655 16
444 685 88
444 847 8
445 9 19
445 266 59
445 372 87
445 647 54
445 652 32
445 659 34
445 674 15
446 327 65
446 358 30
446 705 6
446 717 4
446 739 27
447 1 52
447 226 6
447 324 2
447 344 42
447 575 76
447 883 100
448 29 79
448 48 20
448 113 61
448 325 50
448 345 81
448 458 31
448 723 9
449 711 52
449 717 12
449 728 67
449 815 67
449 899 99
449 919 75
450 350 86
450 488 58
450 524 61
451 102 40
451 156 89
451 239 95
451 385 54
451 909 54
451 914 24
451 958 59
452 48 57
452 53 51
452 160 11
452 165 62
452 375 52
452 860 53
453 82 38
453 107 52
453 313 31
453 330 58
453 637 12
453 639 81
453 769 38
454 127 43
454 241 89
454 601 90
454 672 55
454 906 55
454 927 57
454 947 54
455 232 30
455 489 42
455 512 11
455 532 90
455 685 82
455 703 100
455 866 85
455 914 35
455 969 53
456 248 8
456 364 94
456 434 10
456 744 59
457 11 4
457 63 71
457 379 10
457 391 57
457 394 9
457 500 61
457 640 87
457 780 66
457 855 73
458 29 67
458 88 3
458 335 16
458 347 56
458 351 92
458 431 71
458 639 10
458 959 48
458 994 24
459 43 39
459 358 90
459 375 34
459 414 29
459 430 72
459 642 33
459 874 13
460 286 6
460 414 86
460 448 21
460 457 99
460 471 95
460 543 79
460 839 3
461 48 66
461 301 89
461 304 59
461 448 74
461 533 50
461 556 46
461 627 39
461 648 23
461 819 13
461 882 42
462 132 39
462 608 68
462 803 33
462 943 9
463 59 78
463 416 81
463 444 32
463 845 17
463 848 71
464 227 66
464 320 45
464 474 42
464 580 98
464 827 58
465 464 48
465 545 84
465 782 79
465 786 47
465 828 78
465 972 58
466 148 49
466 196 43
466 214 46
466 301 8
466 302 17
466 566 96
466 706 53
466 769 55
466 822 18
466 906 66
467 78 96
467 108 56
467 201 34
467 230 29
467 551 64
467 678 11
467 806 10
467 901 96
468 168 28
468 403 81
468 437 61
469 112 73
469 221 23
469 256 59
469 385 30
469 486 70
469 648 42
469 938 9
470 166 16
470 211 20
470 287 66
470 470 65
470 773 63
470 784 12
470 886 72
471 7 79
471 592 7
472 162 25
472 205 34
472 288 24
472 464 91
473 9 30
473 34 80
473 73 24
473 147 58
473 268 44
473 665 35
473 789 68
473 914 39
473 955 62
474 102 48
474 138 99
474 298 34
474 343 70
474 531 57
474 705 64
475 110 40
475 268 99
475 272 72
475 384 56
475 460 18
475 703 38
475 757 20
475 863 81
475 917 49
475 997 92
476 108 59
476 169 55
476 320 17
476 395 92
476 646 79
476 703 7
476 813 21
476 998 58
477 21 31
477 128 79
477 219 1
477 360 65
477 628 47
477 995 39
477 998 27
478 140 94
478 237 38
478 487 60
478 902 64
479 270 95
479 308 24
479 368 3
479 390 93
479 407 96
479 903 58
480 109 11
480 258 33
480 579 78
480 688 91
480 939 81
481 225 69
481 304 50
481 406 36
481 713 86
482 21 42
482 184 14
482 215 92
482 559 63
482 658 71
482 725 22
482 950 41
483 122 72
483 244 87
483 262 87
483 310 11
483 753 13
483 791 81
483 861 48
484 145 73
484 504 45
484 542 43
484 550 97
485 180 47
485 192 36
485 216 92
485 266 5
485 305 46
485 602 24
485 833 83
485 835 37
485 844 5
486 111 52
486 312 86
486 384 40
486 755 37
486 908 28
487 77 54
487 82 29
487 157 90
487 175 24
487 442 51
487 513 30
487 571 96
487 795 37
487 912 17
488 466 6
488 856 50
488 905 98
488 993 54
489 28 23
489 89 42
489 276 97
489 563 19
489 716 89
489 793 32
489 895 10
490 20 93
490 172 78
490 248 34
490 431 76
490 565 15
490 742 39
490 856 27
491 200 1
491 441 79
491 521 63
491 567 28
491 945 32
492 327 91
492 330 17
492 521 56
492 540 42
492 572 47
492 649 51
493 109 78
493 339 64
493 538 57
493 608 28
493 912 61
493 972 11
494 25 50
494 49 2
494 88 7
494 144 68
494 228 90
494 308 39
494 552 78
494 826 83
494 909 16
495 62 11
495 282 58
495 291 30
495 333 49
495 758 85
495 760 30
495 818 27
495 821 48
496 68 58
496 334 59
496 358 39
496 380 74
496 975 14
497 11 80
497 438 21
497 467 65
497 765 58
498 121 84
498 218 21
498 525 85
498 576 44
498 871 31
499 240 34
499 348 46
499 373 38
499 594 2
499 714 36
499 744 76
499 773 79
499 835 18
500 97 92
500 348 89
500 390 76
500 413 21
500 467 38
500 671 61
500 677 51
500 908 65
500 975 8
501 274 9
501 694 23
501 705 46
501 722 82
501 771 36
502 169 25
502 299 3
502 411 100
502 457 82
502 578 86
503 6 21
503 80 67
503 454 30
503 662 52
503 797 100
504 114 75
504 118 89
504 538 1
504 558 10
504 565 65
504 581 79
504 672 28
504 926 56
504 973 68
505 410 3
505 787 77
505 808 6
506 145 63
506 564 27
507 73 70
507 115 71
507 231 36
507 627 92
507 800 16
507 824 18
507 919 28
508 4 41
508 20 20
508 39 27
508 189 23
508 635 5
508 886 48
508 906 89
509 226 35
509 294 99
509 955 89
510 48 9
510 63 87
510 290 90
510 409 19
510 919 51
510 971 69
511 70 46
511 174 7
511 770 36
511 778 49
512 429 83
512 626 41
512 667 12
512 711 10
512 817 11
512 839 82
512 963 45
513 890 2
513 975 97
514 426 62
514 455 29
514 566 38
514 858 81
514 980 56
515 249 61
515 322 86
515 570 3
515 581 49
515 653 20
515 658 2
515 780 38
515 789 28
515 806 88
516 86 27
516 200 47
516 212 39
516 241 95
516 476 92
516 624 45
516 854 31
517 200 40
517 207 27
517 280 72
517 378 51
517 565 37
517 990 82
518 303 32
518 318 81
518 347 83
518 400 29
518 491 42
518 535 12
519 89 67
519 192 23
519 343 68
519 426 27
519 740 8
519 783 71
520 68 76
520 78 28
520 200 72
520 293 13
520 330 56
520 432 60
520 601 39
520 727 2
520 764 99
520 895 34
521 284 93
521 554 43
521 765 64
521 849 33
521 970 70
522 23 36
522 172 83
522 343 6
522 487 17
522 653 15
522 788 87
522 790 100
522 965 44
523 246 28
523 406 11
523 453 10
523 821 51
523 931 79
523 942 36
523 983 59
524 155 49
524 240 12
524 310 86
524 353 20
524 384 24
524 446 41
524 449 80
524 729 63
524 763 42
525 86 78
525 125 96
525 269 35
525 648 21
526 122 60
526 267 67
526 395 91
526 415 95
526 582 50
526 769 96
526 810 12
526 820 64
526 848 83
526 982 11
526 990 7
527 104 11
527 177 21
527 305 17
527 308 61
527 493 99
527 501 53
527 667 19
528 69 48
528 349 64
528 358 5
528 480 68
528 927 87
529 170 45
529 390 47
529 523 50
529 593 87
530 359 24
530 443 46
530 509 21
530 560 44
530 757 6
530 873 88
531 35 34
531 39 1
531 198 37
531 267 30
531 580 12
531 768 1
531 776 12
531 791 22
531 821 8
532 87 23
532 154 43
532 591 24
532 817 83
532 843 42
532 993 76
533 40 2
533 172 89
533 577 40
533 631 6
533 866 56
533 935 27
534 44 51
534 89 2
534 148 76
534 580 37
534 639 26
534 796 22
534 954 58
534 992 69
535 17 27
535 283 46
535 343 3
535 443 27
535 505 82
535 517 33
535 989 39
536 124 83
536 159 44
536 667 61
536 732 90
536 849 66
537 301 3
537 453 13
537 628 49
537 649 45
537 791 89
537 949 51
538 16 33
538 148 29
538 175 56
538 249 89
538 417 55
538 743 6
538 791 91
538 854 31
539 385 43
539 406 17
539 417 52
539 442 1
539 892 86
540 208 78
540 294 46
540 489 88
540 623 5
541 5 27
541 161 20
541 333 43
541 571 10
541 772 64
541 831 3
542 35 99
542 124 30
542 143 6
542 164 12
542 462 79
542 614 50
542 726 1
542 900 29
543 203 83
543 361 29
543 472 84
543 664 72
543 731 83
543 797 90
544 17 62
544 88 13
544 157 33
544 377 78
544 440 65
544 660 33
544 780 64
544 888 42
544 927 78
545 272 51
545 363 47
545 461 5
545 820 71
546 159 89
546 259 14
546 273 34
546 551 92
546 657 13
546 725 64
546 737 97
546 957 24
547 275 42
547 642 47
547 721 24
547 786 70
547 895 29
547 946 52
548 636 54
548 828 100
549 162 35
549 273 43
549 565 62
549 794 48
549 913 75
550 296 40
550 389 12
550 413 8
550 910 3
551 185 54
551 410 85
551 526 54
551 551 100
551 594 90
551 606 24
551 716 89
551 764 4
551 784 58
551 885 81
551 933 16
552 530 21
552 675 78
552 919 39
553 329 62
553 524 24
553 566 63
553 594 31
553 824 53
554 101 15
554 307 84
554 327 53
554 423 49
554 647 27
554 690 15
554 924 97
555 9 2
555 14 54
555 177 9
555 338 9
555 342 57
555 459 62
555 610 94
556 291 11
556 332 62
556 416 83
556 672 34
556 735 51
556 993 86
557 35 91
557 43 31
557 160 1
557 426 11
557 580 9
557 626 40
557 673 73
557 708 32
557 741 2
557 791 4
558 39 85
558 91 16
558 129 87
558 419 37
558 584 65
558 623 14
558 654 51
558 665 61
558 740 15
558 761 5
558 889 69
558 933 23
559 356 62
559 421 31
559 464 16
559 465 72
559 838 93
559 883 99
559 978 6
560 144 43
560 151 84
560 248 97
560 360 74
560 375 85
560 554 8
560 910 82
561 100 24
561 102 80
561 292 14
561 300 26
561 609 83
561 644 99
561 661 41
561 690 70
561 692 35
561 832 5
561 847 83
562 5 86
562 29 65
562 669 97
563 202 91
563 227 34
563 242 19
563 523 53
563 559 65
563 616 35
563 939 24
563 948 57
564 26 33
564 35 30
564 87 100
564 194 17
564 210 26
564 274 74
564 471 2
564 706 33
564 752 55
564 805 25
565 169 13
565 171 69
565 884 50
565 897 95
566 3 67
566 15 91
566 190 64
566 217 2
566 477 95
566 490 47
566 751 88
566 787 60
566 881 43
566 934 78
566 961 94
567 237 62
567 549 30
567 637 58
567 893 97
567 984 54
568 122 15
568 155 29
568 345 83
568 437 14
568 478 46
568 546 8
568 866 87
569 29 47
569 84 41
569 133 42
569 298 72
569 396 53
569 554 11
570 213 22
570 665 48
570 698 77
570 771 12
571 43 12
571 776 79
571 815 7
571 998 58
572 3 66
572 691 67
573 46 100
573 320 43
573 707 60
573 755 62
573 812 73
573 845 18
573 853 58
574 94 26
574 102 32
574 177 87
574 198 8
574 367 45
574 562 32
574 588 16
574 762 31
574 988 79
576 43 56
576 131 73
576 216 51
576 437 9
576 513 83
576 593 72
576 670 56
576 773 60
576 787 84
576 877 67
577 69 38
577 453 91
577 454 25
577 643 3
577 955 57
578 63 25
578 436 46
578 455 17
578 529 86
578 535 18
578 552 35
578 638 44
578 736 43
579 32 66
579 44 30
579 91 51
579 210 10
579 268 62
579 408 67
579 435 41
579 452 40
579 567 23
580 301 14
580 492 90
580 642 31
580 843 96
580 925 62
581 783 87
581 850 55
582 210 46
582 383 54
582 446 92
582 605 37
582 803 78
582 933 95
583 0 93
583 265 3
583 624 41
584 60 10
584 99 88
584 132 58
584 244 44
584 446 32
584 476 1
584 527 10
584 628 61
584 733 52
584 789 20
584 930 22
585 87 18
585 115 60
585 235 62
585 993 40
586 10 74
586 969 52
587 53 71
587 168 69
587 548 13
587 835 58
588 115 24
588 139 59
588 257 11
588 303 16
588 320 95
588 394 89
588 702 10
588 727 88
588 871 91
588 897 50
589 58 98
589 174 79
589 213 8
589 319 41
589 384 10
589 438 9
589 887 50
590 51 71
590 67 60
590 101 69
590 258 92
590 271 78
590 313 29
590 342 54
590 345 18
590 617 2
590 677 5
590 808 89
590 838 71
590 856 18
590 872 46
591 53 94
591 171 76
591 214 57
591 293 9
591 373 71
591 562 45
591 760 19
592 131 58
592 263 36
592 434 69
592 448 55
592 850 15
592 855 77
593 180 96
593 275 25
593 298 85
593 543 45
593 580 95
593 648 45
593 722 14
593 953 87
594 180 22
594 258 43
594 639 40
594 732 40
594 870 45
594 918 45
594 983 28
595 7 16
595 64 62
595 164 73
595 165 10
595 361 37
595 387 29
595 507 19
595 833 8
596 51 74
596 259 37
596 344 65
596 356 10
596 492 6
596 544 19
596 618 24
596 645 82
596 833 15
597 7 49
597 705 67
598 19 60
598 251 43
598 431 11
598 580 74
599 68 30
599 99 33
599 110 16
599 244 69
599 448 72
599 456 61
599 474 14
599 890 99
600 129 76
600 350 75
600 514 72
600 815 85
600 967 12
601 133 100
601 532 3
601 645 19
601 770 74
601 802 40
601 835 83
602 486 83
602 587 45
602 590 2
602 827 6
602 840 27
602 931 16
603 95 55
603 108 94
603 318 76
603 351 97
603 492 5
603 839 49
603 917 27
604 117 37
604 523 64
604 619 96
604 861 9
604 952 24
605 3 9
605 8 8
605 279 100
605 328 83
605 479 79
605 569 84
605 587 94
605 637 79
605 792 87
606 292 12
606 375 52
606 653 26
607 6 95
607 104 35
607 511 71
607 536 97
607 706 40
608 26 97
608 258 13
608 378 95
608 533 91
608 568 88
608 601 91
608 631 95
608 922 36
609 344 18
609 525 32
609 536 100
609 627 13
609 925 40
610 11 24
610 107 21
610 138 48
610 392 23
610 623 3
610 634 27
611 138 7
611 379 97
611 491 5
611 673 93
611 839 9
612 32 57
612 296 18
612 589 3
612 616 91
612 632 88
612 761 100
613 94 31
613 290 85
613 442 12
613 569 25
613 635 75
613 707 100
613 722 16
613 831 69
613 990 35
614 70 33
614 127 100
614 270 35
614 281 45
614 327 40
614 420 58
614 607 65
614 611 87
614 744 81
614 892 68
614 994 13
615 139 87
615 326 64
615 383 18
615 521 79
615 571 72
615 671 74
615 835 97
616 792 75
616 800 65
617 20 85
617 273 74
617 305 95
617 392 69
617 538 86
617 620 19
617 824 44
617 946 85
618 480 35
618 575 12
618 596 20
618 642 67
618 819 12
618 929 55
619 281 11
619 608 52
619 613 12
619 693 76
619 718 38
619 852 93
620 226 43
620 760 51
621 40 80
621 202 7
621 328 68
621 549 58
621 552 78
621 684 42
621 790 55
621 964 53
622 39 6
622 156 39
622 191 26
622 230 1
622 387 8
622 654 12
622 752 20
623 312 51
623 450 96
623 746 54
624 100 63
624 183 16
624 763 20
625 72 74
625 329 70
625 370 31
625 610 26
625 836 82
625 921 7
625 944 64
626 94 74
626 105 49
626 165 14
626 176 53
626 270 55
626 386 82
626 441 11
626 469 33
626 493 24
626 601 66
626 626 85
626 704 30
626 803 4
627 151 11
627 261 30
627 292 11
627 676 22
628 143 49
628 159 61
628 280 18
628 366 2
628 496 23
628 585 33
628 674 22
628 852 97
629 56 3
629 118 52
629 229 23
629 272 84
629 297 58
629 395 86
629 695 58
630 98 7
630 113 99
630 507 11
630 894 62
630 923 81
630 947 21
631 118 95
631 272 4
631 572 87
632 290 79
632 798 34
632 986 90
633 140 90
633 281 63
633 320 1
633 337 12
634 226 11
634 513 62
634 545 29
634 698 13
634 796 85
634 859 62
634 938 34
635 133 82
635 475 64
635 592 86
635 717 4
636 10 48
636 92 43
636 141 89
636 205 5
636 230 50
636 300 88
636 334 15
636 489 12
636 697 68
636 740 36
636 942 6
637 180 72
637 182 22
637 286 85
637 398 5
637 432 12
637 452 75
637 524 68
637 538 12
637 759 86
638 223 78
638 456 73
638 700 14
639 354 90
639 759 58
639 939 76
639 965 24
640 47 39
640 103 39
640 152 9
640 217 42
640 256 86
640 266 52
640 414 30
640 597 91
640 927 1
641 46 17
641 208 5
641 431 13
641 538 85
641 622 40
641 880 18
642 308 57
642 674 62
643 89 3
643 91 62
643 385 73
644 57 77
644 598 29
644 809 85
644 966 62
644 984 6
645 6 58
645 47 76
645 108 96
645 173 15
645 377 51
645 759 19
645 795 53
645 818 90
645 839 27
645 918 95
645 950 76
646 158 78
646 206 24
646 234 66
646 551 79
646 592 41
646 700 70
646 803 91
647 100 26
647 259 10
647 336 9
647 404 82
647 478 72
647 646 11
647 778 43
647 890 45
648 107 87
648 187 71
648 253 29
648 296 49
648 335 77
648 489 87
648 560 24
648 744 73
648 868 2
649 248 75
649 453 91
649 483 55
649 910 65
650 62 18
650 114 49
650 277 40
650 368 96
650 535 73
650 667 5
650 687 74
650 706 14
650 802 75
651 78 65
651 160 39
651 290 85
651 963 74
652 46 20
652 131 57
652 284 84
652 403 63
652 577 1
653 257 71
653 313 34
653 327 30
653 330 20
653 702 10
653 916 17
654 323 44
654 760 82
654 892 18
654 992 18
655 15 73
655 857 72
655 918 82
656 195 90
656 328 21
656 343 22
656 413 86
656 638 93
656 878 27
656 967 60
657 446 7
657 647 2
657 771 24
657 858 45
657 947 86
657 995 98
658 36 65
658 229 42
658 486 81
658 648 27
658 761 43
658 935 52
659 36 61
659 138 73
659 157 71
659 652 70
659 807 89
660 5 15
660 47 52
660 621 6
660 885 32
661 214 25
661 376 78
662 607 14
662 649 15
662 860 98
662 864 36
662 964 100
663 42 91
663 102 62
663 145 59
663 171 97
663 343 63
663 379 83
663 406 42
663 640 49
663 694 80
663 864 7
663 975 91
664 394 61
664 519 34
665 166 33
665 220 13
665 496 94
665 862 5
665 922 84
666 14 64
666 288 94
666 464 98
666 497 15
666 679 99
666 964 30
667 143 39
667 206 77
667 401 44
667 879 53
668 83 75
668 278 79
668 347 53
668 487 65
668 528 40
668 675 12
668 873 62
668 934 3
668 936 94
668 960 4
668 962 51
669 282 74
669 616 10
669 659 41
669 734 35
669 999 43
670 73 74
670 202 47
670 241 36
670 342 79
670 567 31
670 827 99
670 871 72
670 943 28
671 29 14
671 90 70
671 302 57
671 576 53
672 89 47
672 151 1
672 308 6
672 502 21
672 508 79
672 527 58
672 615 86
672 811 19
672 888 69
672 895 48
672 975 21
673 113 63
673 119 51
673 284 71
673 323 37
673 416 61
673 445 12
673 629 71
673 637 4
673 940 85
674 384 18
674 572 39
674 660 63
674 776 48
675 19 38
675 482 34
675 515 76
675 568 52
675 616 4
675 852 33
675 870 4
676 62 51
676 119 33
676 285 10
676 333 71
676 338 11
676 373 67
676 581 56
676 596 29
677 65 36
677 417 4
677 453 50
677 564 98
677 845 54
678 48 20
678 215 34
678 283 15
678 314 32
678 386 5
678 453 18
678 539 17
678 628 22
679 52 57
679 144 80
679 155 69
679 200 95
679 645 14
679 705 45
679 716 46
679 886 18
680 230 77
680 552 50
680 582 68
680 748 9
680 752 59
681 20 38
681 94 19
681 727 26
681 781 94
681 792 48
681 928 61
682 313 97
682 441 97
683 22 59
683 196 51
683 221 17
683 222 92
683 383 65
683 467 48
683 594 97
683 786 82
683 976 64
684 51 18
684 82 39
684 123 44
684 383 87
684 401 33
684 606 57
684 610 31
684 788 79
684 850 74
684 907 7
684 910 28
684 983 41
685 70 15
685 81 87
685 124 79
685 188 34
685 401 12
685 809 72
685 931 81
686 93 72
686 262 69
686 717 77
686 834 30
686 984 19
687 99 93
687 138 22
687 165 84
687 218 41
687 439 19
687 608 66
687 901 5
688 963 36
689 176 4
689 267 48
689 349 23
689 405 36
689 494 4
690 98 53
690 268 14
690 510 77
690 557 60
691 104 42
691 504 18
691 550 75
691 768 28
691 910 96
691 966 8
692 145 39
692 272 68
692 442 89
692 720 11
692 920 36
693 346 65
693 371 41
693 444 55
693 663 58
694 82 63
694 411 38
695 256 98
695 279 81
695 329 3
696 7 2
696 139 17
696 147 7
696 480 50
696 875 39
696 903 42
697 247 53
697 311 92
698 134 56
698 390 30
698 414 51
698 655 98
698 681 48
698 889 26
698 920 25
699 145 43
699 315 34
699 327 64
699 504 11
699 563 22
699 571 74
699 624 46
700 316 87
700 518 15
700 567 100
700 693 44
701 217 77
701 449 38
702 141 42
702 540 57
703 41 41
703 55 44
703 177 74
703 220 47
703 269 93
703 332 12
703 340 89
703 425 46
703 719 3
703 891 44
703 946 75
704 484 54
704 490 42
704 491 23
704 621 79
705 54 66
705 232 65
705 788 12
706 227 30
706 365 75
706 375 34
706 706 3
706 734 21
706 852 20
706 919 18
707 225 21
707 515 63
707 520 94
707 577 58
707 806 5
707 849 51
707 946 98
708 12 48
708 580 24
708 632 45
708 848 40
709 409 36
709 701 33
709 835 85
709 864 39
709 882 77
710 376 60
710 397 92
710 641 18
711 122 82
711 611 71
711 685 84
711 962 47
712 131 83
712 182 13
712 185 22
712 631 17
712 795 16
712 941 42
713 176 36
713 184 33
713 587 63
713 599 99
713 636 27
713 827 21
713 881 3
713 999 77
714 78 18
714 225 50
714 276 1
714 635 63
714 771 90
714 799 36
714 886 95
714 943 75
715 60 75
715 158 71
715 332 35
715 409 67
715 862 89
715 865 17
715 967 37
715 982 72
716 70 63
716 547 20
716 573 85
716 660 85
716 827 36
716 934 100
716 994 27
717 104 72
717 133 33
717 152 89
717 191 70
717 275 59
717 399 9
717 460 72
717 466 36
717 706 27
717 973 22
718 319 37
718 332 89
718 378 12
718 451 73
718 562 84
718 624 86
718 924 47
719 113 55
719 309 20
719 337 13
719 380 43
719 810 37
720 372 50
720 688 15
720 980 100
720 987 70
721 85 99
721 176 84
721 350 6
721 489 99
721 726 10
721 829 77
721 859 32
721 883 99
722 540 47
723 158 90
723 346 8
723 378 19
723 403 26
723 464 35
723 536 41
724 195 62
724 248 24
724 318 52
724 342 34
724 468 7
724 847 37
724 918 81
724 956 62
724 968 57
725 18 93
725 94 5
725 771 93
725 775 43
726 13 19
726 24 92
726 59 12
726 113 18
726 187 76
726 637 18
726 746 17
726 967 86
727 22 94
727 139 48
727 188 85
727 259 41
727 308 38
727 467 92
727 615 59
728 46 63
728 201 27
728 269 99
728 342 25
728 483 50
728 711 50
728 994 59
729 120 57
729 225 87
729 521 39
729 638 18
730 328 44
730 551 32
730 652 22
730 827 37
730 988 74
731 188 41
731 361 29
731 493 86
731 562 59
731 744 4
731 904 3
732 37 75
732 215 89
732 963 97
733 108 22
733 280 74
733 327 37
733 369 59
733 438 66
733 623 95
733 672 22
733 980 92
734 264 94
734 280 46
734 846 42
735 29 44
735 318 4
735 322 98
735 519 31
735 526 42
735 692 16
735 766 74
735 780 73
736 2 38
736 268 10
736 483 47
736 533 79
736 697 38
736 773 32
736 960 37
737 53 42
737 110 34
737 462 11
737 683 31
737 842 31
737 989 32
738 122 4
738 308 67
738 314 91
738 694 69
738 932 62
738 997 12
739 347 61
739 476 55
739 630 57
739 831 2
739 888 99
740 202 61
740 307 100
740 393 29
740 446 3
740 953 15
741 29 2
741 75 76
741 332 53
741 394 12
741 505 22
741 828 32
741 916 50
742 318 54
742 427 68
742 624 92
742 715 88
742 727 78
742 826 22
742 846 18
743 174 10
743 260 26
743 526 84
743 546 1
743 850 95
743 922 45
744 2 12
744 12 55
744 91 100
744 97 69
744 230 56
744 250 98
744 267 30
744 531 55
745 11 26
745 220 32
745 249 70
745 378 28
745 530 7
745 593 23
745 651 40
745 760 29
745 920 54
745 970 90
746 19 82
746 116 21
746 224 81
746 277 69
746 462 99
746 483 3
747 305 86
747 349 9
747 628 28
747 906 70
747 934 9
748 36 23
748 139 15
748 169 21
748 263 77
748 576 14
748 936 90
749 120 33
749 283 12
749 304 19
749 368 88
749 405 37
749 474 51
749 480 58
749 686 65
749 874 57
750 52 80
750 156 5
750 179 85
750 267 34
750 533 94
750 649 67
750 669 55
750 790 75
750 820 35
750 862 54
751 314 77
751 401 21
751 486 62
751 539 5
751 730 91
752 297 71
752 376 27
752 544 5
752 975 92
753 42 3
753 276 19
753 532 82
753 783 35
754 173 30
754 342 1
754 762 23
754 952 67
755 195 51
755 307 80
755 419 31
755 439 8
755 588 60
755 599 35
755 753 93
755 769 93
755 916 29
755 928 59
756 137 48
756 693 3
757 52 94
757 363 1
757 384 79
757 497 15
757 809 63
758 91 83
758 424 5
758 523 34
758 530 9
758 676 9
758 697 25
758 908 12
759 609 28
759 817 7
760 28 47
760 96 57
760 696 8
761 106 69
761 444 23
761 645 58
761 963 49
762 60 54
762 182 66
762 326 8
762 580 89
762 690 58
762 696 1
762 906 17
763 166 16
763 470 48
763 560 20
763 774 10
763 936 48
764 537 98
764 699 24
764 882 10
764 926 81
765 93 28
765 112 44
765 131 90
765 317 37
765 350 69
765 624 2
766 196 64
766 405 75
766 492 48
766 769 21
766 803 82
766 849 17
766 891 43
767 180 40
767 230 65
767 268 96
767 357 5
767 560 73
767 992 84
768 122 63
768 471 73
768 534 1
768 906 79
769 16 20
769 173 20
769 313 88
769 434 67
769 505 17
769 690 11
769 971 77
769 989 98
769 997 39
770 101 21
770 463 88
770 639 75
770 843 89
770 871 89
770 920 39
771 55 63
771 451 37
771 518 59
771 557 45
